1;128512
1;128556
1;128513
1;128514
1;128515
1;128516
1;128517
1;128518
1;128519
1;128521
1;128522
1;128578
1;128579
1;9786
1;128523
1;128524
1;128525
1;128536
1;128535
1;128537
1;128538
1;128540
1;128541
1;128539
1;129297
1;129299
1;128526
1;129303
1;128527
1;128566
1;128528
1;128529
1;128530
1;128580
1;129300
1;128563
1;128542
1;128543
1;128544
1;128545
1;128532
1;128533
1;128577
1;9785
1;128547
1;128534
1;128555
1;128553
1;128548
1;128558
1;128561
1;128552
1;128560
1;128559
1;128550
1;128551
1;128546
1;128549
1;128554
1;128531
1;128557
1;128565
1;128562
1;129296
1;128567
1;129298
1;129301
1;128564
1;128164
1;128169
1;128520
1;128127
1;128121
1;128122
1;128128
1;128123
1;128125
1;129302
1;128570
1;128568
1;128569
1;128571
1;128572
1;128573
1;128576
1;128575
1;128574
1;128588
1;128079
1;128075
1;128077
1;128074
1;9994
1;9996
1;128076
1;9995
1;128170
1;128591
1;9757
1;128070
1;128071
1;128072
1;128073
1;128405
1;129304
1;128406
1;9997
1;128133
1;128068
1;128069
1;128066
1;128067
1;128065
1;128064
1;128100
1;128483
1;128118
1;128102
1;128103
1;128104
1;128105
1;128113
1;128116
1;128117
1;128114
1;128115
1;128110
1;128119
1;128130
1;128373
1;127877
1;128124
1;128120
1;128112
1;128694
1;127939
1;128131
1;128111
1;128107
1;128108
1;128109
1;128583
1;128129
1;128581
1;128582
1;128587
1;128590
1;128589
1;128135
1;128134
1;128145
1;128143
1;128106
1;128090
1;128085
1;128086
1;128084
1;128087
1;128089
1;128088
1;128132
1;128139
1;128099
1;128096
1;128097
1;128098
1;128094
1;128095
1;128082
1;127913
1;9937
1;127891
1;128081
1;127890
1;128093
1;128091
1;128092
1;128188
1;128083
1;128374
1;128141
1;127746
2;128054
2;128049
2;128045
2;128057
2;128048
2;128059
2;128060
2;128040
2;128047
2;129409
2;128046
2;128055
2;128061
2;128056
2;128025
2;128053
2;128584
2;128585
2;128586
2;128018
2;128020
2;128039
2;128038
2;128036
2;128035
2;128037
2;128058
2;128023
2;128052
2;129412
2;128029
2;128027
2;128012
2;128030
2;128028
2;128375
2;129410
2;129408
2;128013
2;128034
2;128032
2;128031
2;128033
2;128044
2;128051
2;128011
2;128010
2;128006
2;128005
2;128003
2;128002
2;128004
2;128042
2;128043
2;128024
2;128016
2;128015
2;128017
2;128014
2;128022
2;128000
2;128001
2;128019
2;129411
2;128330
2;128021
2;128041
2;128008
2;128007
2;128063
2;128062
2;128009
2;128050
2;127797
2;127876
2;127794
2;127795
2;127796
2;127793
2;127807
2;9752
2;127808
2;127885
2;127883
2;127811
2;127810
2;127809
2;127806
2;127802
2;127803
