2;127801
2;127799
2;127804
2;127800
2;128144
2;127812
2;127792
2;127875
2;128026
2;128376
2;127758
2;127757
2;127759
2;127765
2;127766
2;127767
2;127768
2;127761
2;127762
2;127763
2;127764
2;127770
2;127773
2;127771
2;127772
2;127774
2;127769
2;11088
2;127775
2;128171
2;10024
2;9732
2;9728
2;127780
2;9925
2;127781
2;127782
2;9729
2;127783
2;9928
2;127785
2;9889
2;128293
2;128165
2;10052
2;127784
2;9731
2;9924
2;127788
2;128168
2;127786
2;127787
2;9730
2;9748
2;128167
2;128166
2;127754
3;127823
3;127822
3;127824
3;127818
3;127819
3;127820
3;127817
3;127815
3;127827
3;127816
3;127826
3;127825
3;127821
3;127813
3;127814
3;127798
3;127805
3;127840
3;127855
3;127838
3;129472
3;127831
3;127830
3;127844
3;127859
3;127828
3;127839
3;127789
3;127829
3;127837
3;127790
3;127791
3;127836
3;127858
3;127845
3;127843
3;127857
3;127835
3;127833
3;127834
3;127832
3;127842
3;127841
3;127847
3;127848
3;127846
3;127856
3;127874
3;127854
3;127852
3;127853
3;127851
3;127871
3;127849
3;127850
3;127866
3;127867
3;127863
3;127864
3;127865
3;127870
3;127862
3;127861
3;9749
3;127868
3;127860
3;127869
4;9917
4;127936
4;127944
4;9918
4;127934
4;127952
4;127945
4;127921
4;9971
4;127948
4;127955
4;127992
4;127954
4;127953
4;127951
4;127935
4;9975
4;127938
4;9976
4;127993
4;127907
4;128675
4;127946
4;127940
4;128704
4;9977
4;127947
4;128692
4;128693
4;127943
4;128372
4;127942
4;127933
4;127941
4;127894
4;127895
4;127989
4;127915
4;127903
4;127917
4;127912
4;127914
4;127908
4;127911
4;127932
4;127929
4;127927
4;127930
4;127928
4;127931
4;127916
4;127918
4;128126
4;127919
4;127922
4;127920
4;127923
5;128663
5;128661
5;128665
5;128652
5;128654
5;127950
5;128659
5;128657
5;128658
5;128656
5;128666
5;128667
5;128668
5;127949
5;128690
5;128680
5;128660
5;128653
5;128664
5;128662
5;128673
5;128672
5;128671
5;128643
5;128651
5;128669
5;128644
5;128645
5;128648
5;128670
5;128642
5;128646
5;128647
5;128650
5;128649
5;128641
5;128745
5;9992
5;128747
5;128748
5;9973
5;128741
5;128676
5;9972
5;128755
5;128640
5;128752
5;128186
5;9875
5;128679
5;9981
5;128655
5;128678
5;128677
5;127937
5;128674
5;127905
5;127906
5;127904
5;127959
5;127745
5;128508
5;127981
5;9970
5;127889
5;9968
5;127956
5;128507
5;127755
5;128510
5;127957
5;9978
5;127966
5;128739
5;128740
5;127749
5;127748
5;127964
5;127958
5;127965
5;127751
5;127750
5;127961
5;127747
5;127753
5;127756
5;127776
5;127879
5;127878
5;127752
5;127960
5;127984
5;127983
5;127967
5;128509
5;127968
5;127969
5;127962
5;127970
5;127980
5;127971
5;127972
5;127973
5;127974
5;127976
5;127978
5;127979
5;127977
5;128146
5;127963
5;9962
5;128332
5;128333
5;128331
5;9961
6;8986
6;128241
6;128242
6;128187
6;9000
6;128421
6;128424
6;128433
6;128434
6;128377
6;128476
6;128189
6;128190
6;128191
6;128192
6;128252
6;128247
6;128248
6;128249
6;127909
6;128253
6;127902
6;128222
6;9742
6;128223
6;128224
6;128250
6;128251
6;127897
6;127898
6;127899
6;9201
6;9202
6;9200
6;128368
6;9203
6;8987
6;128225
6;128267
6;128268
6;128161
6;128294
6;128367
6;128465
6;128738
6;128184
6;128181
6;128180
6;128182
6;128183
6;128176
6;128179
6;128142
6;9878
6;128295
6;128296
6;9874
6;128736
6;9935
6;128297
6;9881
6;9939
6;128299
6;128163
6;128298
6;128481
6;9876
6;128737
6;128684
6;9760
6;9904
6;9905
6;127994
6;128302
6;128255
6;128136
6;9879
6;128301
6;128300
6;128371
6;128138
6;128137
6;127777
6;127991
6;128278
6;128701
6;128703
6;128705
6;128273
6;128477
6;128715
6;128716
6;128719
6;128682
6;128718
6;128444
6;128506
6;9969
6;128511
6;128717
6;127880
6;127887
6;127872
6;127873
6;127882
6;127881
6;127886
6;127888
6;127884
6;127982
6;9993
6;128233
6;128232
6;128231
6;128140
6;128238
6;128234
6;128235
6;128236
6;128237
6;128230
6;128239
6;128229
6;128228
6;128220
6;128195
6;128209
6;128202
6;128200
6;128201
6;128196
6;128197
6;128198
6;128467
6;128199
6;128451
6;128499
6;128452
6;128203
6;128466
6;128193
6;128194
6;128450
6;128478
6;128240
6;128211
6;128213
6;128215
6;128216
6;128217
6;128212
6;128210
6;128218
6;128214
6;128279
6;128206
6;128391
6;9986
6;128208
6;128207
6;128204
6;128205
6;128681
6;127987
6;127988
6;128272
6;128274
6;128275
6;128271
6;128394
6;128395
6;10002
6;128221
6;9999
6;128397
6;128396
6;128269
6;128270
7;10084
7;128155
7;128153
7;128156
7;128148
7;10083
7;128149
7;128158
7;128147
7;128151
7;128150
7;128152
7;128157
7;128159
7;9774
7;10013
7;9770
7;128329
7;9784
7;10017
7;128303
7;128334
7;9775
7;9766
7;128720
7;9934
7;9800
7;9801
7;9802
7;9803
7;9804
7;9805
7;9806
7;9807
7;9808
7;9809
7;9810
7;9811
7;127380
7;9883
7;127539
7;127545
7;9762
7;9763
7;128244
7;128243
7;127542
7;127514
7;127544
7;127546
7;127543
7;10036
7;127386
7;127569
7;128174
7;127568
7;12953
7;12951
7;127540
7;127541
7;127538
7;127344
7;127345
7;127374
7;127377
7;127358
7;127384
7;9940
7;128219
7;128683
7;10060
7;11093
7;128162
7;9832
7;128695
7;128687
7;128691
7;128689
7;128286
7;128245
7;10071
7;10069
7;10067
7;10068
7;8252
7;8265
7;128175
7;128261
7;128262
7;128305
7;9884
7;12349
7;9888
7;128696
7;128304
7;9851
7;127535
7;128185
7;10055
7;10035
7;10062
7;9989
7;128160
7;127744
7;10175
7;127760
7;9410
7;127975
7;127490
7;128706
7;128707
7;128708
7;128709
7;9855
7;128685
7;128702
7;127359
7;128688
7;128697
7;128698
7;128700
7;128699
7;128686
7;127910
7;128246
7;127489
7;127382
7;127383
7;127385
7;127378
7;127381
7;127379
7;128287
7;128290
7;9654
7;9208
7;9199
7;9209
7;9210
7;9197
7;9198
7;9193
7;9194
7;128256
7;128257
7;128258
7;9664
7;128316
7;128317
7;9195
7;9196
7;10145
7;11013
7;11014
7;11015
7;8599
7;8600
7;8601
7;8598
7;8597
7;8596
7;128260
7;8618
7;8617
7;10548
7;10549
7;8505
7;128292
7;128289
7;128288
7;128291
7;127925
7;127926
7;12336
7;10160
7;10004
7;128259
7;10133
7;10134
7;10135
7;10006
7;128178
7;128177
7;169
7;174
7;8482
7;128282
7;128281
7;128283
7;128285
7;128284
7;9745
7;128280
7;9898
7;9899
7;128308
7;128309
7;128312
7;128313
7;128310
7;128311
7;128314
7;9642
7;9643
7;11035
7;11036
7;128315
7;9724
7;9723
7;9726
7;9725
7;128306
7;128307
7;128264
7;128265
7;128266
7;128263
7;128227
7;128226
7;128276
7;128277
7;127183
7;126980
7;9824
7;9827
7;9829
7;9830
7;127924
7;128173
7;128495
7;128172
7;128336
7;128337
7;128338
7;128339
7;128340
7;128341
7;128342
7;128343
7;128344
7;128345
7;128346
7;128347
7;128348
7;128349
7;128350
7;128351
7;128352
7;128353
7;128354
7;128355
7;128356
7;128357
7;128358
7;128359
8;9786
8;9785
8;9757
8;9996
8;9997
8;10084
8;10083
8;9760
8;9832
8;9992
8;8987
8;8986
8;9800
8;9801
8;9802
8;9803
8;9804
8;9805
8;9806
8;9807
8;9808
8;9809
8;9810
8;9811
8;9728
8;9729
8;9730
8;10052
8;9732
8;9824
8;9829
8;9830
8;9827
8;9654
8;9664
8;9742
8;9000
8;9993
8;9999
8;10002
8;9986
8;8599
8;10145
8;8600
8;8601
8;8598
8;8597
8;8596
8;8617
8;8618
8;10017
8;9784
8;9775
8;10013
8;9766
8;9770
8;9774
8;9762
8;9763
8;9745
8;10004
8;10006
8;10035
8;10036
8;10055
8;8252
8;169
8;174
8;8482
8;9410
8;9642
8;9643
8;8265
8;8505
8;10548
8;10549
8;9851
8;9723
8;9724
8;9725
8;9726
8;9749
8;9888
8;9748
8;9167
8;11014
8;11015
8;11013
8;9889
8;9752
8;9875
8;9855
8;9874
8;9881
8;9879
8;9878
8;9876
8;9904
8;9905
8;9884
8;9883
8;9898
8;9899
8;126980
8;11088
8;11035
8;11036
8;9937
8;9968
8;9962
8;9970
8;9978
8;9981
8;9973
8;9972
8;9940
8;9925
8;9928
8;9969
8;9924
8;9917
8;9918
8;9971
8;9976
8;9975
8;9977
8;9935
8;9939
8;9961
8;11093
8;10071
8;127359
8;10086
8;9813
8;9819
8;9812
8;9814
8;9820
8;9790
8;8594
8;8658
8;10233
8;8680
8;8688
8;10153
8;10154
8;10155
8;10156
8;10157
8;10158
8;10159
8;10162
8;10163
8;10165
8;10168
8;10171
8;10170
8;10172
8;10173
8;9756
8;9759
8;10169
8;10167
8;8630
8;8631
8;9990
8;8984
8;9099
8;9166
8;9096
8;9100
8;9055
8;10085
8;12484
8;4326
8;9787
